aflrun_seed_10/default/pacfix.log:[valuation] [dry-run] [val default/memory/neg/id:000001] [file /home/yuntong/vulnfix/data/libtiff/cve_2016_5321/aflrun_seed_10/default/queue/id:000000,time:0,execs:0,orig:exploit] [time 147]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001448] [file memory/input/pos_001448_src:000759+000593,time:4902900,execs:747500,op:run-splice,rep:4] [time 4902900]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001449] [file memory/input/pos_001449_src:000705,time:4905878,execs:747856,op:run-havoc,rep:4] [time 4905878]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001450] [file memory/input/pos_001450_src:000705,time:4905930,execs:747859,op:run-havoc,rep:4] [time 4905930]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001451] [file memory/input/pos_001451_src:000705+000186,time:4910395,execs:748307,op:run-splice,rep:8] [time 4910395]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001452] [file memory/input/pos_001452_src:000705+000186,time:4910452,execs:748314,op:run-splice,rep:2] [time 4910452]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001453] [file memory/input/pos_001453_src:000738,time:4916606,execs:748970,op:run-havoc,rep:2] [time 4916606]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001454] [file memory/input/pos_001454_src:000734,time:4923987,execs:749810,op:run-havoc,rep:2] [time 4923987]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001455] [file memory/input/pos_001455_src:000782+001101,time:4936408,execs:751287,op:run-splice,rep:2] [time 4936408]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000023] [file memory/input/neg_000023_src:000795,time:4940978,execs:751750,op:run-havoc,rep:4] [time 4940978]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001456] [file memory/input/pos_001456_src:000795+000559,time:4941825,execs:751841,op:run-splice,rep:2] [time 4941825]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001457] [file memory/input/pos_001457_src:001243+000861,time:4946061,execs:752478,op:run-splice,rep:4] [time 4946061]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001458] [file memory/input/pos_001458_src:001215,time:4952436,execs:753573,op:run-havoc,rep:4] [time 4952436]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001459] [file memory/input/pos_001459_src:001189,time:4955792,execs:754088,op:run-havoc,rep:2] [time 4955792]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001460] [file memory/input/pos_001460_src:001211,time:4960714,execs:754812,op:run-havoc,rep:4] [time 4960719]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001461] [file memory/input/pos_001461_src:001211+000120,time:4961831,execs:754913,op:run-splice,rep:8] [time 4961831]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001462] [file memory/input/pos_001462_src:001211+001112,time:4962304,execs:754942,op:run-splice,rep:4] [time 4962304]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001463] [file memory/input/pos_001463_src:001211+000585,time:4963266,execs:755024,op:run-splice,rep:4] [time 4963266]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001464] [file memory/input/pos_001464_src:001004,time:4965524,execs:755351,op:run-havoc,rep:4] [time 4965524]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001465] [file memory/input/pos_001465_src:001004,time:4965633,execs:755356,op:run-havoc,rep:8] [time 4965633]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001466] [file memory/input/pos_001466_src:000971,time:4970422,execs:755936,op:run-havoc,rep:4] [time 4970422]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001467] [file memory/input/pos_001467_src:001249,time:4974655,execs:756757,op:run-havoc,rep:2] [time 4974655]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001468] [file memory/input/pos_001468_src:001220,time:4983919,execs:756928,op:run-havoc,rep:2] [time 4983919]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001469] [file memory/input/pos_001469_src:000775+001167,time:4990504,execs:757803,op:run-splice,rep:8] [time 4990504]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000024] [file memory/input/neg_000024_src:001023,time:4999266,execs:758955,op:run-havoc,rep:4] [time 4999266]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001470] [file memory/input/pos_001470_src:001036,time:5002536,execs:759414,op:run-havoc,rep:4] [time 5002536]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001471] [file memory/input/pos_001471_src:001027,time:5010217,execs:760332,op:run-havoc,rep:2] [time 5010217]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001472] [file memory/input/pos_001472_src:001042,time:5011238,execs:760428,op:run-havoc,rep:4] [time 5011238]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001473] [file memory/input/pos_001473_src:001156,time:5011813,execs:760499,op:run-havoc,rep:2] [time 5011813]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001474] [file memory/input/pos_001474_src:000736,time:5015837,execs:761015,op:run-havoc,rep:2] [time 5015837]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001475] [file memory/input/pos_001475_src:001243,time:5016691,execs:761104,op:run-havoc,rep:4] [time 5016691]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001476] [file memory/input/pos_001476_src:001243,time:5018676,execs:761277,op:run-havoc,rep:2] [time 5018676]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001477] [file memory/input/pos_001477_src:001243,time:5019008,execs:761297,op:run-havoc,rep:2] [time 5019009]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001478] [file memory/input/pos_001478_src:001243,time:5022593,execs:761642,op:run-havoc,rep:2] [time 5022593]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001479] [file memory/input/pos_001479_src:001243,time:5024260,execs:761790,op:run-havoc,rep:2] [time 5024260]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001480] [file memory/input/pos_001480_src:001243+000673,time:5026049,execs:762046,op:run-splice,rep:4] [time 5026049]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001481] [file memory/input/pos_001481_src:001243+001197,time:5029703,execs:762461,op:run-splice,rep:2] [time 5029703]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001482] [file memory/input/pos_001482_src:000937,time:5037861,execs:763223,op:run-havoc,rep:2] [time 5037861]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001483] [file memory/input/pos_001483_src:000937,time:5039606,execs:763392,op:run-havoc,rep:4] [time 5039606]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001484] [file memory/input/pos_001484_src:000937,time:5040767,execs:763489,op:run-havoc,rep:8] [time 5040767]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001485] [file memory/input/pos_001485_src:000937,time:5041930,execs:763627,op:run-havoc,rep:4] [time 5041930]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001486] [file memory/input/pos_001486_src:000937+001257,time:5042519,execs:763849,op:run-splice,rep:2] [time 5042519]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001487] [file memory/input/pos_001487_src:000937+000390,time:5043595,execs:764078,op:run-splice,rep:2] [time 5043595]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001488] [file memory/input/pos_001488_src:000937+000764,time:5044362,execs:764160,op:run-splice,rep:2] [time 5044363]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001489] [file memory/input/pos_001489_src:000782,time:5047188,execs:764676,op:run-havoc,rep:2] [time 5047188]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001490] [file memory/input/pos_001490_src:000782,time:5048013,execs:764757,op:run-havoc,rep:2] [time 5048013]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001491] [file memory/input/pos_001491_src:000910,time:5063463,execs:766630,op:run-havoc,rep:4] [time 5063463]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001492] [file memory/input/pos_001492_src:000717+000616,time:5077656,execs:768448,op:run-splice,rep:4] [time 5077657]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001493] [file memory/input/pos_001493_src:000717+000616,time:5077734,execs:768450,op:run-splice,rep:2] [time 5077734]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001494] [file memory/input/pos_001494_src:000717+001006,time:5078687,execs:768664,op:run-splice,rep:2] [time 5078687]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001495] [file memory/input/pos_001495_src:000709,time:5080682,execs:768892,op:run-havoc,rep:2] [time 5080682]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001496] [file memory/input/pos_001496_src:000709,time:5080879,execs:768912,op:run-havoc,rep:2] [time 5080880]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001497] [file memory/input/pos_001497_src:000709,time:5081836,execs:768973,op:run-havoc,rep:4] [time 5081836]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001498] [file memory/input/pos_001498_src:000748,time:5088086,execs:769962,op:run-havoc,rep:2] [time 5088086]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001499] [file memory/input/pos_001499_src:001249,time:5092347,execs:770707,op:run-havoc,rep:2] [time 5092347]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001500] [file memory/input/pos_001500_src:001249,time:5092425,execs:770708,op:run-havoc,rep:2] [time 5092425]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001501] [file memory/input/pos_001501_src:001249,time:5092779,execs:770721,op:run-havoc,rep:4] [time 5092779]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001502] [file memory/input/pos_001502_src:001249,time:5093064,execs:770734,op:run-havoc,rep:2] [time 5093068]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001503] [file memory/input/pos_001503_src:000766,time:5094005,execs:770860,op:run-havoc,rep:2] [time 5094006]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001504] [file memory/input/pos_001504_src:000766,time:5094311,execs:770875,op:run-havoc,rep:2] [time 5094311]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001505] [file memory/input/pos_001505_src:001258,time:5098090,execs:771530,op:run-havoc,rep:2] [time 5098090]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001506] [file memory/input/pos_001506_src:001258,time:5098964,execs:771615,op:run-havoc,rep:2] [time 5098964]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001507] [file memory/input/pos_001507_src:001258,time:5099374,execs:771665,op:run-havoc,rep:4] [time 5099374]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001508] [file memory/input/pos_001508_src:001258+000090,time:5102427,execs:772084,op:run-splice,rep:2] [time 5102428]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001509] [file memory/input/pos_001509_src:001246,time:5114605,execs:773798,op:run-havoc,rep:2] [time 5114605]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001510] [file memory/input/pos_001510_src:001000,time:5120178,execs:774355,op:run-havoc,rep:2] [time 5120178]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001511] [file memory/input/pos_001511_src:001000+000385,time:5121253,execs:774607,op:run-splice,rep:2] [time 5121253]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001512] [file memory/input/pos_001512_src:000870,time:5123783,execs:775056,op:run-havoc,rep:4] [time 5123783]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001513] [file memory/input/pos_001513_src:000870+000236,time:5125464,execs:775233,op:run-splice,rep:2] [time 5125464]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001514] [file memory/input/pos_001514_src:000870+000149,time:5126512,execs:775325,op:run-splice,rep:8] [time 5126512]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001515] [file memory/input/pos_001515_src:001228+000151,time:5132657,execs:776285,op:run-splice,rep:4] [time 5132657]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001516] [file memory/input/pos_001516_src:001201,time:5134607,execs:776333,op:run-havoc,rep:4] [time 5134607]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001517] [file memory/input/pos_001517_src:001201,time:5134702,execs:776348,op:run-havoc,rep:4] [time 5134702]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001518] [file memory/input/pos_001518_src:001201,time:5134989,execs:776371,op:run-havoc,rep:8] [time 5134989]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001519] [file memory/input/pos_001519_src:001201+000979,time:5135271,execs:776402,op:run-splice,rep:4] [time 5135271]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000025] [file memory/input/neg_000025_src:001023,time:5137686,execs:776941,op:run-havoc,rep:8] [time 5137687]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001520] [file memory/input/pos_001520_src:000842,time:5140680,execs:777255,op:run-havoc,rep:4] [time 5140680]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001521] [file memory/input/pos_001521_src:001071,time:5141839,execs:777370,op:run-havoc,rep:4] [time 5141845]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001522] [file memory/input/pos_001522_src:000823,time:5143352,execs:777555,op:run-havoc,rep:4] [time 5143352]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001523] [file memory/input/pos_001523_src:000961,time:5148503,execs:778140,op:run-havoc,rep:4] [time 5148503]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001524] [file memory/input/pos_001524_src:000930+000611,time:5158584,execs:779174,op:run-splice,rep:4] [time 5158584]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001525] [file memory/input/pos_001525_src:000930+001228,time:5158793,execs:779223,op:run-splice,rep:4] [time 5158793]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001526] [file memory/input/pos_001526_src:001217+000382,time:5164424,execs:779887,op:run-splice,rep:2] [time 5164424]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001527] [file memory/input/pos_001527_src:000967+000429,time:5165417,execs:779991,op:run-splice,rep:4] [time 5165417]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001528] [file memory/input/pos_001528_src:001068,time:5170520,execs:780725,op:run-havoc,rep:4] [time 5170520]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001529] [file memory/input/pos_001529_src:000814,time:5175766,execs:781410,op:run-havoc,rep:2] [time 5175766]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001530] [file memory/input/pos_001530_src:001198,time:5177624,execs:781717,op:run-havoc,rep:2] [time 5177624]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001531] [file memory/input/pos_001531_src:000977,time:5179075,execs:781991,op:run-havoc,rep:2] [time 5179075]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001532] [file memory/input/pos_001532_src:000977,time:5179191,execs:781998,op:run-havoc,rep:2] [time 5179191]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001533] [file memory/input/pos_001533_src:000697,time:5186577,execs:783004,op:run-havoc,rep:4] [time 5186577]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001534] [file memory/input/pos_001534_src:000724,time:5188142,execs:783113,op:run-havoc,rep:4] [time 5188142]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001535] [file memory/input/pos_001535_src:001258,time:5204832,execs:785002,op:run-havoc,rep:4] [time 5204832]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001536] [file memory/input/pos_001536_src:001258,time:5205915,execs:785096,op:run-havoc,rep:2] [time 5205915]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001537] [file memory/input/pos_001537_src:001258,time:5206161,execs:785108,op:run-havoc,rep:2] [time 5206161]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001538] [file memory/input/pos_001538_src:001258,time:5209457,execs:785436,op:run-havoc,rep:2] [time 5209457]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001539] [file memory/input/pos_001539_src:001258,time:5209503,execs:785437,op:run-havoc,rep:2] [time 5209504]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001540] [file memory/input/pos_001540_src:001258,time:5209613,execs:785448,op:run-havoc,rep:2] [time 5209613]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001541] [file memory/input/pos_001541_src:001258,time:5211238,execs:785604,op:run-havoc,rep:2] [time 5211241]
